Text,Target
түр ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр ажилласан,хүний оронд түр ажиллаж байсан
түр ажилуулхаар үилжүүлэв,хүний оронд түр ажиллаж байсан
түр ажлын байр,хүний оронд түр ажиллаж байсан
түр албан тушаалд ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр орон дээр ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр орон тоо,хүний оронд түр ажиллаж байсан
түр орон тоон дээр ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр орон тоон дээр ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр орон тоон дээр ажтллаж байсан,хүний оронд түр ажиллаж байсан
түр орон тоонд ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр орон тоонд ажиллаж байсан тул хүүхдийн 5р цэцэрлэгт орон тооны багшаар шилжив,хүний оронд түр ажиллаж байсан
түр орон тоонд ажилласан,хүний оронд түр ажиллаж байсан
түр орон тоонд байсан,хүний оронд түр ажиллаж байсан
түр хугацаагаар ажиллаж байсан,хүний оронд түр ажиллаж байсан
төв зуунмод сумруу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
төв зуунмод сумын бумбардай цэцэрлэгт багшаар ажиллахаар болсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
төв аймгийн бсугын мэргэжилтнээр ажиллах болсон,дэвшин ажиллахаар
төв аймгийн бүрэн суманд гэр бүлээрээ багшлах болсон шалтгаанаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
төв аймгийн зуунмод сумын цэцэрлэгт ажиллахаар болсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
төв аймгийн өндөрширээт сум руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
төв орон нутагт шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
төв зуунмод ирээдүй цогцолбор цэцэрлэгийн эрхлэгчийн албан тушаалын сонгон шалгаруулалтад тэнцэж томилогдох болсон шалтгаанаар,дэвшин ажиллахаар
төвийн сургуульд шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
төвийн цэцэрлэгт орсон,хот суурин газар руу шилжин ажиллахаар болсон
төмөр замын цэцэрлэгт арга зүйч болсон,дэвшин ажиллахаар
төрийн албанд орсон,нутаг дотроо шилжин ажиллахаар болсон
төрийн албаны сонгон шалгаруулалтанд тэнцсэн,нутаг дотроо шилжин ажиллахаар болсон
төрийн албаны шалгалт өгч ажилд орсон,нутаг дотроо шилжин ажиллахаар болсон
төрийн байгууллагад ажилд орсон,нутаг дотроо шилжин ажиллахаар болсон
төрийн байгууллагад ажиллах хүсэл гаргасан,өөрийн хүсэлтээр
